t_ps,Delta_live_meV,Delta_fold_of_A_meV,g1,A_um_inv,lorentzian,mu_nl_meV
6.500000000000000222e-01,6.169267996071353677e-01,1.811033074413476440e-01,8.795726832955135244e-01,1.498368539796936849e+00,7.585229248071045927e-01,-9.183103342614721068e-03
6.520000000000000240e-01,6.170085257908469734e-01,1.809374010434751379e-01,8.795924815790751028e-01,1.498601066267288395e+00,7.567540617991608265e-01,-9.319510786919180459e-03
6.540000000000000258e-01,6.170902980917918335e-01,1.807720017977842708e-01,8.796113839676489299e-01,1.498832881937404160e+00,7.549839707725254367e-01,-9.502082740209350648e-03
6.560000000000000275e-01,6.171721104711088701e-01,1.806071104126045490e-01,8.796300317057629270e-01,1.499063985814523381e+00,7.532128431713837058e-01,-9.451725108244003401e-03
6.580000000000000293e-01,6.172539565673227369e-01,1.804427275352884219e-01,8.796489205189020888e-01,1.499294376991347821e+00,7.514408770942309079e-01,-9.044107570023388748e-03
6.600000000000000311e-01,6.173358298136686351e-01,1.802788537508857314e-01,8.796679616525476808e-01,1.499524054647899618e+00,7.496682747068490471e-01,-8.585290668043758094e-03
6.620000000000000329e-01,6.174177239498137570e-01,1.801154895841730053e-01,8.796866059910918301e-01,1.499753018048677111e+00,7.478952311142046394e-01,-8.500938614429610907e-03
6.640000000000000346e-01,6.174996334547544485e-01,1.799526355045311110e-01,8.797042556167548044e-01,1.499981266535818536e+00,7.461219249411822352e-01,-8.856406663748353850e-03
6.660000000000000364e-01,6.175815533714604788e-01,1.797902919297013902e-01,8.797206453234992507e-01,1.500208799523837566e+00,7.443485220893530929e-01,-9.367927507810893881e-03
6.680000000000000382e-01,6.176634787351009681e-01,1.796284592258236279e-01,8.797361891037152049e-01,1.500435616499570246e+00,7.425751880799302818e-01,-9.751926833418600796e-03
6.700000000000000400e-01,6.177454040359344756e-01,1.794671377039739890e-01,8.797519559104740594e-01,1.500661717027027109e+00,7.408020996418472892e-01,-9.867219212634406600e-03
6.720000000000000417e-01,6.178273228806420159e-01,1.793063276144948870e-01,8.797689465703824041e-01,1.500887100755340153e+00,7.390294519938678253e-01,-9.659275689533081827e-03
6.740000000000000435e-01,6.179092280511769841e-01,1.791460291417160955e-01,8.797873069708965765e-01,1.501111767426161592e+00,7.372574575131145558e-01,-9.215602733310955183e-03
6.760000000000000453e-01,6.179911121514195527e-01,1.789862424029154686e-01,8.798063512595553082e-01,1.501335716875120463e+00,7.354863316850203114e-01,-8.798820103611857540e-03
6.780000000000000471e-01,6.180729684800843060e-01,1.788269674530068298e-01,8.798251922758232313e-01,1.501558949025252110e+00,7.337162741776998010e-01,-8.617946176106143150e-03
6.800000000000000488e-01,6.181547913623350876e-01,1.786682042914166935e-01,8.798432467860234363e-01,1.501781463877360334e+00,7.319474616504531017e-01,-8.631624312680996614e-03
6.820000000000000506e-01,6.182365756568276582e-01,1.785099528657522194e-01,8.798604781887923165e-01,1.502003261504876397e+00,7.301800584012946294e-01,-8.690416860280440053e-03
6.840000000000000524e-01,6.183183159917627902e-01,1.783522130704821018e-01,8.798774607862722696e-01,1.502224342055707984e+00,7.284142328548918188e-01,-8.704542687785003438e-03
6.860000000000000542e-01,6.184000064048772449e-01,1.781949847432715284e-01,8.798950223369539358e-01,1.502444705757375765e+00,7.266501652959085344e-01,-8.561849613363746794e-03
6.880000000000000560e-01,6.184816404164507064e-01,1.780382676618051940e-01,8.799135310155966616e-01,1.502664352921466273e+00,7.248880462361574351e-01,-8.139712368407993684e-03
6.900000000000000577e-01,6.185632111420894530e-01,1.778820615413600759e-01,8.799325131936834854e-01,1.502883283947033632e+00,7.231280739235333987e-01,-7.570145696074738126e-03
6.920000000000000595e-01,6.186447113297264266e-01,1.777263660326336425e-01,8.799510143363727943e-01,1.503101499323643564e+00,7.213704534883041974e-01,-7.247939075821362327e-03
6.940000000000000613e-01,6.187261334833884519e-01,1.775711807203954329e-01,8.799683156787929672e-01,1.503318999633263209e+00,7.196153942195732123e-01,-7.393900296336643717e-03
6.960000000000000631e-01,6.188074700371642978e-01,1.774165051232905188e-01,8.799844216335063196e-01,1.503535785550536685e+00,7.178631057671874816e-01,-7.798666733201050326e-03
6.980000000000000648e-01,6.188887134257748945e-01,1.772623386941181434e-01,8.800000840287686144e-01,1.503751857842394291e+00,7.161137965813125783e-01,-8.108523473944142038e-03
7.000000000000000666e-01,6.189698561362996232e-01,1.771086808204614116e-01,8.800164103408937288e-01,1.503967217367170317e+00,7.143676727635868140e-01,-8.160380868051051242e-03
7.020000000000000684e-01,6.190508908307259528e-01,1.769555308261302196e-01,8.800342807383728649e-01,1.504181865072580448e+00,7.126249354011817694e-01,-7.955572562299912526e-03
7.039999999999999591e-01,6.191318103568129727e-01,1.768028879726853964e-01,8.800539312306148165e-01,1.504395801993585691e+00,7.108857803125491204e-01,-7.546454462528227707e-03
7.059999999999999609e-01,6.192126075922076422e-01,1.766507514599540696e-01,8.800749325398402600e-01,1.504609029251670060e+00,7.091504013771467996e-01,-7.088382865740293533e-03
7.079999999999999627e-01,6.192932754289806052e-01,1.764991204264541036e-01,8.800965074990133585e-01,1.504821548054245728e+00,7.074189908411439021e-01,-6.813665499238789197e-03
7.099999999999999645e-01,6.193738070042176247e-01,1.763479939513336592e-01,8.801180013249152445e-01,1.505033359691934525e+00,7.056917343477114857e-01,-6.792317053090478167e-03
7.119999999999999662e-01,6.194541958154821115e-01,1.761973710570720608e-01,8.801392740426788874e-01,1.505244465534782750e+00,7.039688084575058680e-01,-6.829870672927063069e-03
7.139999999999999680e-01,6.195344355620278076e-01,1.760472507111475182e-01,8.801607293728765935e-01,1.505454867029923482e+00,7.022503840548455223e-01,-6.701186605883915556e-03
7.159999999999999698e-01,6.196145201062260854e-01,1.758976318274591832e-01,8.801829229031635782e-01,1.505664565699583735e+00,7.005366271700902425e-01,-6.352264495599902958e-03
7.179999999999999716e-01,6.196944437978668674e-01,1.757485132698684005e-01,8.802061241565891647e-01,1.505873563136121085e+00,6.988276920448134311e-01,-5.798231410826715573e-03
7.199999999999999734e-01,6.197742017769933831e-01,1.755998938577109092e-01,8.802301997022160540e-01,1.506081860994298083e+00,6.971237146926263506e-01,-5.025692870346516218e-03
7.219999999999999751e-01,6.198537899359197745e-01,1.754517723710564692e-01,8.802547416517740864e-01,1.506289460983910589e+00,6.954248137699152732e-01,-4.132055964018960074e-03
7.239999999999999769e-01,6.199332049138209788e-01,1.753041475559231899e-01,8.802792329117633541e-01,1.506496364862479620e+00,6.937310907542029170e-01,-3.386999503915985241e-03
7.259999999999999787e-01,6.200124445317147792e-01,1.751570181323124087e-01,8.803032559362963250e-01,1.506702574423990137e+00,6.920426207478426184e-01,-3.019580692495589091e-03
7.279999999999999805e-01,6.200915082699088865e-01,1.750103828053266586e-01,8.803267010549009619e-01,1.506908091483308398e+00,6.903594424350957270e-01,-3.045209158111230816e-03
7.299999999999999822e-01,6.201703971273064830e-01,1.748642402753431135e-01,8.803497661175082589e-01,1.507112917861923584e+00,6.886815612458551117e-01,-3.309501395359887039e-03
7.319999999999999840e-01,6.202491129841821715e-01,1.747185892440149546e-01,8.803727805443969379e-01,1.507317055379536530e+00,6.870089630579154782e-01,-3.557681753739920776e-03
7.339999999999999858e-01,6.203276581027615810e-01,1.745734284170097350e-01,8.803961224421164022e-01,1.507520505850221681e+00,6.853416249043767783e-01,-3.517892313229849070e-03
7.359999999999999876e-01,6.204060349415699838e-01,1.744287565055277489e-01,8.804202070709304939e-01,1.507723271080299021e+00,6.836795189713206211e-01,-3.094399177095263648e-03
7.379999999999999893e-01,6.204842461254772568e-01,1.742845722276163689e-01,8.804452862831174675e-01,1.507925352866491986e+00,6.820226132762998716e-01,-2.433891069129823486e-03
7.399999999999999911e-01,6.205622947655835553e-01,1.741408743115440139e-01,8.804711600130337157e-01,1.508126752991198805e+00,6.803708649436737144e-01,-1.731432389432280457e-03
7.419999999999999929e-01,6.206401853023139070e-01,1.739976615046121555e-01,8.804972170453527758e-01,1.508327473210141711e+00,6.787242024684833064e-01,-1.118516869807978853e-03
7.439999999999999947e-01,6.207179243101014210e-01,1.738549325871330264e-01,8.805228577622844499e-01,1.508527515232776839e+00,6.770825089090425353e-01,-7.552339977110549517e-04
7.459999999999999964e-01,6.207955204975491581e-01,1.737126863863467374e-01,8.805478653304479320e-01,1.508726880702788264e+00,6.754456221604129285e-01,-7.673097965873149724e-04
7.479999999999999982e-01,6.208729839109117243e-01,1.735709217851323094e-01,8.805724311981529828e-01,1.508925571185879333e+00,6.738133520164691914e-01,-1.018222220489274242e-03
7.500000000000000000e-01,6.209503249578088857e-01,1.734296377243711440e-01,8.805969948617001775e-01,1.509123588166459973e+00,6.721855009093299360e-01,-1.152215271664353393e-03
7.520000000000000018e-01,6.210275536906476601e-01,1.732888332006665699e-01,8.806220788526437637e-01,1.509320933050843028e+00,6.705618790554145336e-01,-9.099302086237877167e-04
7.540000000000000036e-01,6.211046794758270373e-01,1.731485072619265431e-01,8.806480211439757788e-01,1.509517607173435083e+00,6.689423113998387294e-01,-2.865188748668375950e-04
7.560000000000000053e-01,6.211817111496316102e-01,1.730086590039530692e-01,8.806746382037089482e-01,1.509713611801516864e+00,6.673266343063749551e-01,5.583764330528534188e-04
7.580000000000000071e-01,6.212586576561838214e-01,1.728692875711343446e-01,8.807012079475236010e-01,1.509908948134272899e+00,6.657146821740532738e-01,1.410622455049765061e-03
7.600000000000000089e-01,6.213355287576143304e-01,1.727303921616834270e-01,8.807269017879326700e-01,1.510103617295449396e+00,6.641062726383956116e-01,2.066885896671755152e-03
7.620000000000000107e-01,6.214123351761381420e-01,1.725919720337514840e-01,8.807512153917167463e-01,1.510297620324786205e+00,6.625012037476634141e-01,2.404082610157256411e-03
7.640000000000000124e-01,6.214890880131042072e-01,1.724540265077754986e-01,8.807740876194916080e-01,1.510490958174726339e+00,6.608992662458920142e-01,2.431225795232300115e-03
7.660000000000000142e-01,6.215657980455171483e-01,1.723165549642935723e-01,8.807958964672882862e-01,1.510683631713477970e+00,6.593002583192006938e-01,2.286005847836943255e-03
7.680000000000000160e-01,6.216424754177339862e-01,1.721795568397835041e-01,8.808173590963153110e-01,1.510875641730846874e+00,6.577039920076843682e-01,2.149842615332526151e-03
7.700000000000000178e-01,6.217191294959357739e-01,1.720430316215761091e-01,8.808391111640657689e-01,1.511066988945365619e+00,6.561102961823066515e-01,2.138996465299821455e-03
7.720000000000000195e-01,6.217957686841552034e-01,1.719069788416057731e-01,8.808612411614689108e-01,1.511257674013052554e+00,6.545190202914724642e-01,2.318778984588769961e-03
7.740000000000000213e-01,6.218724006791772618e-01,1.717713980718073852e-01,8.808833375083526818e-01,1.511447697533863321e+00,6.529300289781821975e-01,2.768248321503636710e-03
7.760000000000000231e-01,6.219490332170142244e-01,1.716362889242827316e-01,8.809049225291344376e-01,1.511637060051457482e+00,6.513431865631503781e-01,3.457877090011339354e-03
7.780000000000000249e-01,6.220256742637607639e-01,1.715016510526709559e-01,8.809257207471662410e-01,1.511825762051277833e+00,6.497583531338734231e-01,4.104340761408227858e-03
7.800000000000000266e-01,6.221023311514768395e-01,1.713674841480074262e-01,8.809456847039314198e-01,1.512013803966354430e+00,6.481754024362970101e-01,4.366246277287563413e-03
7.820000000000000284e-01,6.221790097708147504e-01,1.712337879294664467e-01,8.809649663322807189e-01,1.512201186190279101e+00,6.465942384458657211e-01,4.157246509010279097e-03
7.840000000000000302e-01,6.222557147468044114e-01,1.711005621362612639e-01,8.809837925832304517e-01,1.512387909088558136e+00,6.450147915617771011e-01,3.623249088104961955e-03
7.860000000000000320e-01,6.223324499659600439e-01,1.709678065229229549e-01,8.810023158754138883e-01,1.512573973005229000e+00,6.434370076072229994e-01,2.965893217843649631e-03
7.880000000000000338e-01,6.224092187430895207e-01,1.708355208556569804e-01,8.810206858495854831e-01,1.512759378267966914e+00,6.418608443109555806e-01,2.456050733724755852e-03
7.900000000000000355e-01,6.224860239651331950e-01,1.707037049096257197e-01,8.810392146073625641e-01,1.512944125191893585e+00,6.402862682863174060e-01,2.418110871825980557e-03
7.920000000000000373e-01,6.225628683562903776e-01,1.705723584679173233e-01,8.810583023528224533e-01,1.513128214081022271e+00,6.387132495531617771e-01,2.989574588752185944e-03
7.940000000000000391e-01,6.226397542437508426e-01,1.704414813190400502e-01,8.810781913525796982e-01,1.513311645231769642e+00,6.371417663066215598e-01,3.961155782696016564e-03
7.960000000000000409e-01,6.227166828342882710e-01,1.703110732498723245e-01,8.810987871854072395e-01,1.513494418942836761e+00,6.355718196152889687e-01,4.892145868076127127e-03
7.980000000000000426e-01,6.227936539799768800e-01,1.701811340371786330e-01,8.811195642291418384e-01,1.513676535527099798e+00,6.340034380209024212e-01,5.354177379510379614e-03
8.000000000000000444e-01,6.228706668377268496e-01,1.700516634433227314e-01,8.811396450900879085e-01,1.513857995317618332e+00,6.324366639181289163e-01,5.194586007600150712e-03
8.020000000000000462e-01,6.229477206793436750e-01,1.699226612170924300e-01,8.811582337704173540e-01,1.514038798666479391e+00,6.308715370014161827e-01,4.647541277827627916e-03
8.040000000000000480e-01,6.230248151211065233e-01,1.697941270959580640e-01,8.811751414123424331e-01,1.514218945941631977e+00,6.293080896299356741e-01,4.088108411317369940e-03
8.060000000000000497e-01,6.231019498484494656e-01,1.696660608065956866e-01,8.811908704119169045e-01,1.514398437526153884e+00,6.277463524527047145e-01,3.724352814473579944e-03
8.080000000000000515e-01,6.231791243386718415e-01,1.695384620636739004e-01,8.812062157953953756e-01,1.514577273819951886e+00,6.261863600202016711e-01,3.642798328061714989e-03
8.100000000000000533e-01,6.232563378483212402e-01,1.694113305685710502e-01,8.812218243074007029e-01,1.514755455241559856e+00,6.246281510038597107e-01,3.912429840597383621e-03
8.120000000000000551e-01,6.233335894028566582e-01,1.692846660080375154e-01,8.812379673046235595e-01,1.514932982230013492e+00,6.230717683663213879e-01,4.392175448279992019e-03
8.140000000000000568e-01,6.234108774439252043e-01,1.691584680506733607e-01,8.812544680431955157e-01,1.515109855249787030e+00,6.215172664094197330e-01,4.695122090419707669e-03
8.160000000000000586e-01,6.234881994930023819e-01,1.690327363413410555e-01,8.812707891943699634e-01,1.515286074798624316e+00,6.199647174205852318e-01,4.623290301835735611e-03
8.180000000000000604e-01,6.235655525423949852e-01,1.689074704980464692e-01,8.812863631095504413e-01,1.515461641411909977e+00,6.184142036804045617e-01,4.424329938127080641e-03
8.200000000000000622e-01,6.236429339184383913e-01,1.687826701141963426e-01,8.813009675146459276e-01,1.515636555659505724e+00,6.168658001079591058e-01,4.419477652211649052e-03
8.220000000000000639e-01,6.237203415539619433e-01,1.686583347625279228e-01,8.813147692626964735e-01,1.515810818140242544e+00,6.153195688752377546e-01,4.584162523276728504e-03
8.240000000000000657e-01,6.237977735327556728e-01,1.685344639962000624e-01,8.813280649858836746e-01,1.515984429480391693e+00,6.137755685841088660e-01,4.639307773283327628e-03
8.260000000000000675e-01,6.238752278459375189e-01,1.684110573483741102e-01,8.813411494904518362e-01,1.516157390334251787e+00,6.122338591347150638e-01,4.395730035357354668e-03
8.280000000000000693e-01,6.239527025841161700e-01,1.682881143329854057e-01,8.813544034885159029e-01,1.516329701383067885e+00,6.106944978912858257e-01,3.911694790040460418e-03
8.300000000000000711e-01,6.240301958259043547e-01,1.681656344448254625e-01,8.813682620978697813e-01,1.516501363334916030e+00,6.091575419061669994e-01,3.406965075915878265e-03
8.320000000000000728e-01,6.241077052208761078e-01,1.680436171570638682e-01,8.813830339087724841e-01,1.516672376928176469e+00,6.076230561638850114e-01,3.102246881871265592e-03
8.339999999999999636e-01,6.241852280603009673e-01,1.679220619192260400e-01,8.813988570151666258e-01,1.516842742934368049e+00,6.060911121042543703e-01,3.132666901856459400e-03
8.359999999999999654e-01,6.242627617115329430e-01,1.678009681578484791e-01,8.814157319739327479e-01,1.517012462157229846e+00,6.045617789934677466e-01,3.525259791608377144e-03
8.379999999999999671e-01,6.243403035752027597e-01,1.676803352768710398e-01,8.814334384905109232e-01,1.517181535432171158e+00,6.030351247763745537e-01,4.143683258834598288e-03
8.399999999999999689e-01,6.244178507977711234e-01,1.675481869852983308e-01,8.814515446920720976e-01,1.517349963628181087e+00,6.015112217227076563e-01,4.691511672980233812e-03
8.419999999999999707e-01,6.244954006033204275e-01,1.673997953624423718e-01,8.814696450008004946e-01,1.517517747646885962e+00,5.999901398751786852e-01,4.920602585436824501e-03
8.439999999999999725e-01,6.245729508356283599e-01,1.672519726418277564e-01,8.814875223888970490e-01,1.517684888416986455e+00,5.984719364586303936e-01,4.846453090971497395e-03
8.459999999999999742e-01,6.246504996282148392e-01,1.671047179805460747e-01,8.815051210666875470e-01,1.517851386891545529e+00,5.969566624343138894e-01,4.679724606763301618e-03
8.479999999999999760e-01,6.247280445346417022e-01,1.669580305099880035e-01,8.815225380713219705e-01,1.518017244052685788e+00,5.954443794974723092e-01,4.597483395770616231e-03
8.499999999999999778e-01,6.248055824225952071e-01,1.668119093309311518e-01,8.815399815744070500e-01,1.518182460917143484e+00,5.939351620263052522e-01,4.652045845755062824e-03
8.519999999999999796e-01,6.248831102677917526e-01,1.666663535146180875e-01,8.815575985214872956e-01,1.518347038535049709e+00,5.924290815423208789e-01,4.827754963233119208e-03
8.539999999999999813e-01,6.249606257116195884e-01,1.665213621080004203e-01,8.815754272090324806e-01,1.518510977984000920e+00,5.909261959273311993e-01,5.088987829249730192e-03
8.559999999999999831e-01,6.250381267175654232e-01,1.663769341363766363e-01,8.815935209680106910e-01,1.518674280366076434e+00,5.894265561904410422e-01,5.369257759385017217e-03
8.579999999999999849e-01,6.251156108873568984e-01,1.662330686009145519e-01,8.816119433094556923e-01,1.518836946810639743e+00,5.879302197223176263e-01,5.580890688022586629e-03
8.599999999999999867e-01,6.251930753134525842e-01,1.660897644750990998e-01,8.816307134996798078e-01,1.518998978478354855e+00,5.864372530651337234e-01,5.734073145663215985e-03
8.619999999999999885e-01,6.252705170012682334e-01,1.659470207043504952e-01,8.816499112194986498e-01,1.519160376561618175e+00,5.849477237001854402e-01,6.021224908440429152e-03
8.639999999999999902e-01,6.253479330863700447e-01,1.658048362072586102e-01,8.816696087470858867e-01,1.519321142283162729e+00,5.834616958649390117e-01,6.589846684521852294e-03
8.659999999999999920e-01,6.254253205772900559e-01,1.656632098749066528e-01,8.816895202580385948e-01,1.519481276896822886e+00,5.819792354991364380e-01,7.219748863667511431e-03
8.679999999999999938e-01,6.255026763800193290e-01,1.655221405703848903e-01,8.817090145474134610e-01,1.519640781688084141e+00,5.805004097515092942e-01,7.491684123712948930e-03
8.699999999999999956e-01,6.255799978957030660e-01,1.653816271327193665e-01,8.817276709251724576e-01,1.519799657969641116e+00,5.790252755680456165e-01,7.307827465933293062e-03
8.719999999999999973e-01,6.256572832406812612e-01,1.652416683823878518e-01,8.817456397433987014e-01,1.519957907075160541e+00,5.775538756043014921e-01,6.964750567892639618e-03
8.739999999999999991e-01,6.257345306503416804e-01,1.651022631224093318e-01,8.817634830007363700e-01,1.520115530358049583e+00,5.760862496816602230e-01,6.740566580539121902e-03
8.760000000000000009e-01,6.258117380287292475e-01,1.649634101361225347e-01,8.817819053651436700e-01,1.520272529193967603e+00,5.746224433424943490e-01,6.732634528560425824e-03
8.780000000000000027e-01,6.258889031385513890e-01,1.648251081863767176e-01,8.818015194875101770e-01,1.520428904981740992e+00,5.731625041947910892e-01,7.019580400229188423e-03
8.800000000000000044e-01,6.259660237301499786e-01,1.646873560156753291e-01,8.818225651711941726e-01,1.520584659143200845e+00,5.717064794529240768e-01,7.606292332230299436e-03
8.820000000000000062e-01,6.260430974629329626e-01,1.645501523457461035e-01,8.818448288029141491e-01,1.520739793123669026e+00,5.702544174151776835e-01,8.254934955983294492e-03
8.840000000000000080e-01,6.261201221667838102e-01,1.644134958790208489e-01,8.818678720817590966e-01,1.520894308390285055e+00,5.688063625377863808e-01,8.684236547303788786e-03
8.860000000000000098e-01,6.261970960507381445e-01,1.642773853016190888e-01,8.818912842502146798e-01,1.521048206428632366e+00,5.673623515601823319e-01,8.895359742415169524e-03
8.880000000000000115e-01,6.262740172109234615e-01,1.641418192827378830e-01,8.819148303452565285e-01,1.521201488743428420e+00,5.659224227843714372e-01,9.092939979456442570e-03
8.900000000000000133e-01,6.263508832091527756e-01,1.640067964709983339e-01,8.819385134718048525e-01,1.521354156862655627e+00,5.644866239174894940e-01,9.379509598379914478e-03
8.920000000000000151e-01,6.264276915883708607e-01,1.638723154945527227e-01,8.819624177996626679e-01,1.521506212337440100e+00,5.630550023691812678e-01,9.702324522708359253e-03
8.940000000000000169e-01,6.265044405423664253e-01,1.637383749660195897e-01,8.819864384581783678e-01,1.521657656736471687e+00,5.616275928077582025e-01,9.992607213522217841e-03
8.960000000000000187e-01,6.265811288020285419e-01,1.636049734865561434e-01,8.820102805341528684e-01,1.521808491641399419e+00,5.602044194028084068e-01,1.018764298715648005e-02
8.980000000000000204e-01,6.266577552092765790e-01,1.634721096468322588e-01,8.820337362844198337e-01,1.521958718645730180e+00,5.587855038179780909e-01,1.021124405348149654e-02
9.000000000000000222e-01,6.267343186096737684e-01,1.633397820272264878e-01,8.820569210701051377e-01,1.522108339354607098e+00,5.573708672186079571e-01,1.011926584608822434e-02
9.020000000000000240e-01,6.268108178286111443e-01,1.632079891978499842e-01,8.820803102721013200e-01,1.522257355384782462e+00,5.559605307142611030e-01,1.019855025825355810e-02
9.040000000000000258e-01,6.268872515051174821e-01,1.630767297173845165e-01,8.821045044519830736e-01,1.522405768365931555e+00,5.545545184115573401e-01,1.071504642147031588e-02
9.060000000000000275e-01,6.269636179555529987e-01,1.629460021309616646e-01,8.821297904184569605e-01,1.522553579943050739e+00,5.531528598783977957e-01,1.160061935846630997e-02
9.080000000000000293e-01,6.270399151753106581e-01,1.628158049680751285e-01,8.821559347229955828e-01,1.522700791778817786e+00,5.517555900500845656e-01,1.256673903588713739e-02
9.100000000000000311e-01,6.271161410818023585e-01,1.626861367422396676e-01,8.821824088451656332e-01,1.522847405553977573e+00,5.503627447317192001e-01,1.340988585766850726e-02
9.120000000000000329e-01,6.271922939827454524e-01,1.625569959539709120e-01,8.822086439496849009e-01,1.522993422963972998e+00,5.489743520572314406e-01,1.399684142744939304e-02
9.140000000000000346e-01,6.272683727762141670e-01,1.624283810951511475e-01,8.822341727610252260e-01,1.523138845714008482e+00,5.475904289375556067e-01,1.418920326223171817e-02
9.160000000000000364e-01,6.273443766761032103e-01,1.623002906514153243e-01,8.822589207201154693e-01,1.523283675516352131e+00,5.462109861621835538e-01,1.409651995775133837e-02
9.180000000000000382e-01,6.274203051174043200e-01,1.621727231038474215e-01,8.822833380961648819e-01,1.523427914088417934e+00,5.448360301809324069e-01,1.413115578643268401e-02
9.200000000000000400e-01,6.274961581013284162e-01,1.620456769330829161e-01,8.823079025923296070e-01,1.523571563148126806e+00,5.434655569246270579e-01,1.448627992766811541e-02
9.220000000000000417e-01,6.275719362394244216e-01,1.619191506236802858e-01,8.823325606234264651e-01,1.523714624408964102e+00,5.420995511308138726e-01,1.486944457104433237e-02
9.240000000000000435e-01,6.276476402881281391e-01,1.617931426651904037e-01,8.823568828463725922e-01,1.523857099578770358e+00,5.407379948348127741e-01,1.500064561021686484e-02
9.260000000000000453e-01,6.277232709472586603e-01,1.616676515518069290e-01,8.823805585473569746e-01,1.523998990360136530e+00,5.393808710150561625e-01,1.495514021303918049e-02
9.280000000000000471e-01,6.277988290745101230e-01,1.615426757835140281e-01,8.824035688580295078e-01,1.524140298449106368e+00,5.380281597496573420e-01,1.482440962916166220e-02
9.300000000000000488e-01,6.278743156985081564e-01,1.614182138673118105e-01,8.824261939302292523e-01,1.524281025533790856e+00,5.366798380197306262e-01,1.456517329705194277e-02
9.320000000000000506e-01,6.279497319340024974e-01,1.612942643178389146e-01,8.824490420272751434e-01,1.524421173293664111e+00,5.353358812578664638e-01,1.437264569151567445e-02
9.340000000000000524e-01,6.280250793044841462e-01,1.611708256602221445e-01,8.824727931059500596e-01,1.524560743396341511e+00,5.339962576402572658e-01,1.466979654308314673e-02
9.360000000000000542e-01,6.281003599790521141e-01,1.610478964345315456e-01,8.824977143996530771e-01,1.524699737492542395e+00,5.326609239778683502e-01,1.553735885721293022e-02
9.380000000000000560e-01,6.281755762649633423e-01,1.609254751966877894e-01,8.825234972608120287e-01,1.524838157215063994e+00,5.313298348228828738e-01,1.656186531923673627e-02
9.400000000000000577e-01,6.282507300800835859e-01,1.608035605157287773e-01,8.825495328525958527e-01,1.524976004181872069e+00,5.300029518039738319e-01,1.732629970597302643e-02
9.420000000000000595e-01,6.283258234059064806e-01,1.606821509742129284e-01,8.825752347388389207e-01,1.525113279995645055e+00,5.286802355790687358e-01,1.773572616524733692e-02
9.440000000000000613e-01,6.284008590970199259e-01,1.605612451741620650e-01,8.826002092133770072e-01,1.525249986237054323e+00,5.273616316436519069e-01,1.788276460556813621e-02
9.460000000000000631e-01,6.284758407391288770e-01,1.604408417419693200e-01,8.826243629427126258e-01,1.525386124459215065e+00,5.260470730003147244e-01,1.786557861133255404e-02
9.480000000000000648e-01,6.285507717752895074e-01,1.603209393272912453e-01,8.826479491700867097e-01,1.525521696188938847e+00,5.247364955773288209e-01,1.775389769828002867e-02
9.500000000000000666e-01,6.286256552313653767e-01,1.602015366000792418e-01,8.826714377051657623e-01,1.525656702930090258e+00,5.234298429871183655e-01,1.763430704537335622e-02
9.520000000000000684e-01,6.287004942344315284e-01,1.600826322511614552e-01,8.826952445624289822e-01,1.525791146162928769e+00,5.221270574294314404e-01,1.766592525030697206e-02
9.540000000000000702e-01,6.287752922178208026e-01,1.599642249942062056e-01,8.827195471812726568e-01,1.525925027341888951e+00,5.208280761583348184e-01,1.797917310866668783e-02
9.560000000000000719e-01,6.288500524297687688e-01,1.598463135643371502e-01,8.827442901788606910e-01,1.526058347897146117e+00,5.195328400508789635e-01,1.846429992811581683e-02
9.580000000000000737e-01,6.289247776484286900e-01,1.597288967148378369e-01,8.827692465338737859e-01,1.526191109238342447e+00,5.182412984912307952e-01,1.885859211346309003e-02
9.599999999999999645e-01,6.289994705980852530e-01,1.596119732166918770e-01,8.827941003988344359e-01,1.526323312755107020e+00,5.169534021080566255e-01,1.910241541877599758e-02
9.619999999999999662e-01,6.290741343669159491e-01,1.594955418609327324e-01,8.828186622794830241e-01,1.526454959814398826e+00,5.156690955884399852e-01,1.936630122490816050e-02
9.639999999999999680e-01,6.291487722202376842e-01,1.593796014597140265e-01,8.828430524700321413e-01,1.526586051759296625e+00,5.143883209562347680e-01,1.973107139591236125e-02
9.659999999999999698e-01,6.292233871269905521e-01,1.592641508441967058e-01,8.828675887806956002e-01,1.526716589911387922e+00,5.131110257070538028e-01,2.014249544503497052e-02
9.679999999999999716e-01,6.292979814480079703e-01,1.591491888603767113e-01,8.828925449880966614e-01,1.526846575575486531e+00,5.118371680661787382e-01,2.062387659087219424e-02
9.699999999999999734e-01,6.293725568287267258e-01,1.590347143642412420e-01,8.829180063594108674e-01,1.526976010045109300e+00,5.105667186904284671e-01,2.121022586559532727e-02
9.719999999999999751e-01,6.294471144274088603e-01,1.589207262184927361e-01,8.829436803339467676e-01,1.527104894606180263e+00,5.092996566483962706e-01,2.176984981400044428e-02
9.739999999999999769e-01,6.295216556472261749e-01,1.588072232941625805e-01,8.829687722012704576e-01,1.527233230535206099e+00,5.080359569256595043e-01,2.216436579136641868e-02
9.759999999999999787e-01,6.295961827352724027e-01,1.586942044761683324e-01,8.829923699583672736e-01,1.527361019092992489e+00,5.067755803593918529e-01,2.241735988684854033e-02
9.779999999999999805e-01,6.296706982060562563e-01,1.585816686650034502e-01,8.830140880477796994e-01,1.527488261522733870e+00,5.055184835286511413e-01,2.253249590560297069e-02
