lambda_min_GOE,lambda_min_GUE
-1.629030711692101563e-01,-1.286206489674644460e-01
-2.179447266647048798e-01,-1.563917440401975112e-01
-1.812941561823929182e-01,-1.243691945103248403e-01
-1.271607760860926639e-01,-1.429000223176072337e-01
-3.034419320878686821e-01,-2.531630154299689961e-01
-1.236334444698600765e-01,-1.493674310458928123e-01
-1.981036725188514702e-01,-1.683778299639418774e-01
-1.625498872048679322e-01,-1.659045422759546917e-01
-1.796583207237284763e-01,-2.032408806537981394e-01
-2.274016550889603194e-01,-2.557639223200347534e-01
-1.281514730009261638e-01,-1.594866943788409153e-01
-1.372692528211781060e-01,-1.667699490788763228e-01
-2.693610087134054587e-01,-2.171007382941954889e-01
-2.078186576585659417e-01,-2.114047364951595898e-01
-2.331784486493397313e-01,-1.987656912791702091e-01
-2.524182696817168226e-01,-1.943737684577424574e-01
-2.333367088669257849e-01,-2.034811217748487278e-01
-1.856862744216911110e-01,-1.392775179453888124e-01
-2.563095396845788132e-01,-2.500244223805818122e-01
-2.090639921579198202e-01,-2.111408762604793099e-01
-1.682726490246919948e-01,-1.485741358787820710e-01
-1.242893093567538632e-01,-1.706310342546110692e-01
-1.813604262206439388e-01,-1.401087306572728064e-01
-3.370624999892631868e-01,-2.316988787246502812e-01
-2.412048312279987394e-01,-1.811396310194043346e-01
-2.090615654103606946e-01,-1.533398255684316758e-01
-1.397751510494787963e-01,-1.274021477269256797e-01
-1.683690590255789432e-01,-1.916107341664339825e-01
-1.670477592895634189e-01,-1.204777265337738379e-01
-1.565297932088481059e-01,-1.509944991684159521e-01
-2.091046505094856789e-01,-1.997884601713333930e-01
-2.495752637842669208e-01,-1.749253683922772085e-01
-1.373810837254314798e-01,-2.175362211411023816e-01
-1.873342905029940775e-01,-1.847314556505155470e-01
-1.603674668777937129e-01,-1.889812047793129057e-01
-3.332710373299243023e-01,-2.646185433210927473e-01
-1.884185958275069184e-01,-2.428440196561814091e-01
-1.976183874866183354e-01,-1.963621792904132191e-01
-1.174830371741907437e-01,-1.161963209696967869e-01
-2.281285220109269540e-01,-1.572407485223748791e-01
-2.339429210922874813e-01,-1.567950419031698406e-01
-1.267839189957079282e-01,-1.314057190716366730e-01
-1.559980932023564693e-01,-1.369410688129164000e-01
-3.224862778739581159e-01,-2.346900381849778561e-01
-1.226591424409573666e-01,-1.599273299555163397e-01
-1.977636007351626368e-01,-1.619199054439934837e-01
-2.333299853857837280e-01,-1.591880808221296517e-01
-1.772158737014622454e-01,-2.110145508836455130e-01
-2.285855638818202196e-01,-1.928680747804517870e-01
-2.141899989702119034e-01,-1.799899987504167409e-01
-2.340368636788787149e-01,-1.860583827519470268e-01
-1.776335638173527354e-01,-1.485016490175696813e-01
-2.236983965565414734e-01,-2.034349409931464348e-01
-1.932912102399406973e-01,-2.096905241810380627e-01
-2.561910948153515721e-01,-1.703294755399808180e-01
-1.583502444056428538e-01,-1.080427045405333852e-01
-1.620104723539091962e-01,-1.537870152087570108e-01
-2.626587500273404041e-01,-1.652418770989529107e-01
-1.074915062449484926e-01,-1.217194159048094054e-01
-1.642193652398648285e-01,-1.368939715826589243e-01
-1.883724960236939916e-01,-1.722879746823234026e-01
-2.133388599763443028e-01,-2.220867899178112503e-01
-1.730870286867376429e-01,-1.463710029782306077e-01
-2.500717742724736237e-01,-2.490147256617883387e-01
-2.772143568938286728e-01,-2.243900166129664253e-01
-2.503563875549243423e-01,-2.027016485519391453e-01
-2.587559859541677665e-01,-1.709728621506781954e-01
-1.189663327381745989e-01,-1.347547825023429902e-01
-2.099821399158692814e-01,-1.338311528384359406e-01
-1.537738225707691586e-01,-2.121131970341307293e-01
-2.603443372252765564e-01,-2.018777332226091015e-01
-1.021738082386471763e-01,-1.563886362199232716e-01
-1.637307419702435929e-01,-1.657925651348596818e-01
-2.057264821402314536e-01,-2.112920042683127664e-01
-1.933641287861102842e-01,-2.911513068489518519e-01
-1.873804112790681820e-01,-1.677743597525290509e-01
-1.576231246372313821e-01,-1.882367029788865609e-01
-1.475309012798979857e-01,-2.135148841728912728e-01
-1.333927814164204972e-01,-1.432412166205156989e-01
-2.214852947158951202e-01,-2.032782004507587836e-01
-2.322554604723937599e-01,-2.118336754171049330e-01
-2.423043085471391911e-01,-1.666494443828525351e-01
-2.184329354376049470e-01,-2.141268078731102253e-01
-1.247950638906982906e-01,-1.291123145929758964e-01
-2.656140898393418159e-01,-1.706545901139284449e-01
-2.222676936300841122e-01,-1.517147756135771852e-01
-1.407672090630025796e-01,-1.583618565034990433e-01
-2.084776702834962858e-01,-1.401786572383719454e-01
-2.131265103987624587e-01,-1.610268241231856967e-01
-1.561919880914896253e-01,-1.389572939053977940e-01
-1.109195687498586574e-01,-1.265369347219020557e-01
-1.173496862940837382e-01,-1.240643987479732868e-01
-2.265914296925471416e-01,-2.083273377798623704e-01
-2.436684744129098967e-01,-1.754710620260762077e-01
-2.329811779306570629e-01,-2.001616007592149638e-01
-1.485594758445318853e-01,-1.359705765117397991e-01
-1.781202238922596492e-01,-1.642078999383678739e-01
-2.085209243040699878e-01,-1.985534972141355659e-01
-1.005702082432660821e-01,-1.555462738107198650e-01
-1.544523564234921431e-01,-1.288147213993440232e-01
-1.299218766300447303e-01,-1.522298786926845893e-01
-1.327764009233303455e-01,-1.027791309713776413e-01
-2.764376887662403637e-01,-2.332277652228949560e-01
-2.846012727376049378e-01,-1.940535060553464364e-01
-1.350266090295593191e-01,-1.705126688203940089e-01
-1.414973716118434754e-01,-1.791339489672291729e-01
-1.507319986286341229e-01,-1.450302036132397332e-01
-1.470373725324154723e-01,-1.500293721135537994e-01
-1.061482807143269702e-01,-1.506301102532240643e-01
-1.132494787041762319e-01,-1.334632722693656071e-01
-2.280713156341802605e-01,-1.964157912749149304e-01
-9.377186771539341992e-02,-1.199038412841092194e-01
-1.661620523511056491e-01,-1.341059849639869850e-01
-2.441331884706423871e-01,-1.722104725773955791e-01
-1.289938573595653115e-01,-1.852178322082979611e-01
-2.768529006492876365e-01,-1.944351600387224654e-01
-2.525416051681665941e-01,-1.956345119280982758e-01
-2.460975137839200300e-01,-1.787430639504743179e-01
-2.015220213301323893e-01,-1.855413908683300195e-01
-2.811736383299560105e-01,-2.105155426267457108e-01
-2.878529787568224196e-01,-2.827197353674980596e-01
-1.536970961824620785e-01,-1.786072966712184407e-01
-1.255640476953616969e-01,-1.882747256313092310e-01
-2.229225689694913082e-01,-1.722385725068693862e-01
-2.692595342723819729e-01,-2.071758352601782427e-01
-2.158014530813825993e-01,-1.547134359306214235e-01
-1.248839161517105723e-01,-1.896485433842880208e-01
-2.677087793098082980e-01,-2.157344047959927069e-01
-1.991247086645071551e-01,-2.206457499239626863e-01
-2.599777324944402834e-01,-1.912592873570010676e-01
-3.008450982092061299e-01,-1.628384386594392830e-01
-2.259943174144884714e-01,-1.410765853503684053e-01
-2.262511131996502167e-01,-1.478455871701830349e-01
-1.889890589137292465e-01,-1.466987257987130977e-01
-1.749796683320270496e-01,-1.772548442494778498e-01
-2.031700094415118951e-01,-2.259088541001406103e-01
-1.700838547560657166e-01,-1.849942507213314102e-01
-1.371534158914080315e-01,-2.057329746182296193e-01
-2.077330991742323552e-01,-1.830701166362439791e-01
-2.413682727992479959e-01,-1.820209912600239677e-01
-2.469654558410313838e-01,-2.150346932726192040e-01
-1.786304082136620508e-01,-2.110243886046219153e-01
-2.128250554850731335e-01,-1.576841316089679090e-01
-1.536543912774808451e-01,-1.473582906156388761e-01
-2.051917533637051538e-01,-1.423080265299296598e-01
-3.924749614076497028e-01,-2.907773395312167608e-01
-1.051696186322847448e-01,-1.935872533799197215e-01
-1.429990747707405307e-01,-2.529771040194986331e-01
-1.743313621820616055e-01,-1.321518721778416061e-01
-2.189103878909133549e-01,-1.997458012670362826e-01
-1.625140891341803062e-01,-1.753771434244333904e-01
-2.393126527864559983e-01,-1.465502060255282624e-01
-1.612646906787252588e-01,-1.292526258154776120e-01
-2.890580291168073912e-01,-1.747581088412759887e-01
-8.632279867445932786e-02,-1.077546392005375581e-01
-1.498788628222523234e-01,-1.376088063101839065e-01
-2.324064867622572805e-01,-1.547122866482414094e-01
-2.761673453951120072e-01,-1.987283795058983338e-01
-2.087916859311841344e-01,-1.761256296540575361e-01
-2.736395389871575379e-01,-2.043783030140154389e-01
-2.508318560312286505e-01,-1.906979272929107960e-01
-2.342993218657223597e-01,-1.536161372249955082e-01
-9.622532189328171504e-02,-1.927372885306940509e-01
-2.071501053282466809e-01,-1.722866965818435347e-01
-1.348076881488443901e-01,-2.350043689903511535e-01
-2.720362569178286782e-01,-2.016767026333337598e-01
-1.743020744069544437e-01,-1.804671903508652808e-01
-1.455677459603240409e-01,-1.562929556709960477e-01
-1.651865961498790725e-01,-1.733090730386547262e-01
-2.087314604000157225e-01,-1.667109931199515782e-01
-1.079216638089418312e-01,-1.832082514666834583e-01
-2.256691210545402893e-01,-1.582499891574679629e-01
-1.692691441101780436e-01,-2.065296338010292332e-01
-1.585573690778416256e-01,-1.235823574247547768e-01
-1.756695396456926239e-01,-1.798112657785331248e-01
-2.059522797165020125e-01,-2.241168293933891442e-01
-2.099387875776802803e-01,-1.896379735279809797e-01
-2.193005784049734397e-01,-1.620934926772345519e-01
-2.226044853123317346e-01,-2.938213918321621598e-01
-1.255559179809405124e-01,-1.469116313817191433e-01
-2.831388511816131937e-01,-2.196528790125373831e-01
-2.189470973935816467e-01,-1.977568258316783623e-01
-1.549751244329703737e-01,-1.653599899671278628e-01
-2.299768710588755427e-01,-2.103866908675163794e-01
-2.238749179006912782e-01,-1.790047208832061809e-01
-2.867978236715197360e-01,-2.142655785037955174e-01
-2.786605070298355802e-01,-2.281730282424851708e-01
-1.529381115792100565e-01,-1.453612589906656538e-01
-2.505873047904677575e-01,-1.605207939542379336e-01
-2.804368085836636548e-01,-1.746500464536381581e-01
-1.018303206847636366e-01,-1.648685127278798623e-01
-2.234779401943089161e-01,-1.725237267557676868e-01
-1.376017763055589205e-01,-1.186183553071884778e-01
-1.787575751011485914e-01,-1.359790791620281714e-01
-1.861803506745703662e-01,-1.625191175044054248e-01
-1.594356401505684362e-01,-1.907337852170675474e-01
-1.420661373329654975e-01,-1.347135018461162459e-01
-2.481107944755858163e-01,-1.643475760840463207e-01
-1.875848155093456926e-01,-1.356811500832818818e-01
-1.584415394159339185e-01,-1.347340763135902175e-01
-2.450191980324974983e-01,-2.175005487388833592e-01
-1.452855965191490184e-01,-1.946895006045792909e-01
-8.907301904556004513e-02,-1.268071721332947877e-01
-2.502492433915632364e-01,-1.904307464829049779e-01
-1.895051002850722810e-01,-1.295585686055989449e-01
-2.049903098153894598e-01,-1.489434110779874199e-01
-2.756293397139828460e-01,-1.928717757034649483e-01
-1.860295835264792474e-01,-1.645940751272151337e-01
-1.875386237936597644e-01,-1.498608209158190374e-01
-1.251735859106217486e-01,-1.765736670497292660e-01
-1.217164215643144892e-01,-1.881586786517986665e-01
-1.553372038321292337e-01,-1.501900380699529025e-01
-1.913705263268708212e-01,-1.608206861094203799e-01
-1.564214652846380171e-01,-1.475540137204761071e-01
-2.982685866053014778e-01,-2.045666319713045356e-01
-1.714837082211519148e-01,-1.336089258946344949e-01
-2.062002418197796672e-01,-1.630308796696366969e-01
-2.279757214918252672e-01,-1.533960787130468628e-01
-1.888831914688547386e-01,-1.625437504199905292e-01
-1.950642327986676638e-01,-1.759173967104555314e-01
-2.128274933743580510e-01,-1.791882079392052018e-01
-2.533928338343811593e-01,-1.887362804367528346e-01
-1.892848690190656324e-01,-1.666359192881401163e-01
-2.218247483393384623e-01,-2.395014153772005994e-01
-1.966526689218387747e-01,-1.796212708005532344e-01
-1.701676830420377762e-01,-2.302126884968985210e-01
-2.324619569088330617e-01,-2.092853049239400409e-01
-2.517149754776306647e-01,-1.739906623581554124e-01
-2.208651429032796321e-01,-2.004807370168052993e-01
-2.022633014792472594e-01,-1.884975965174238155e-01
-1.737077895804817751e-01,-2.089634338766884758e-01
-1.576023500270055666e-01,-1.440098253081456281e-01
-1.322153301094337596e-01,-1.876832405088283973e-01
-2.166711640044723663e-01,-1.870258920119440837e-01
-1.459565415788635079e-01,-1.587722524705946769e-01
-1.544773532317061104e-01,-1.772920180657903966e-01
-2.010417381680222049e-01,-1.980488329807860715e-01
-2.146845730253258422e-01,-1.427332093169971783e-01
-1.617219421901869014e-01,-1.946757360758103739e-01
-1.905626351347768921e-01,-1.834197944919458145e-01
-1.935702768152771647e-01,-1.718797711397434813e-01
-1.432664183850380635e-01,-1.485192983010837631e-01
-2.038830967555832485e-01,-1.350011924544651243e-01
-2.018412306847473803e-01,-1.847791326283194646e-01
-1.436845687653003911e-01,-1.529009818440413560e-01
-1.635913980429839210e-01,-1.624930649170760188e-01
-2.221888680515340941e-01,-2.247025665000274286e-01
-1.466552048083003268e-01,-1.383558721374517908e-01
-2.578510912177164882e-01,-1.773749372337152796e-01
-2.388449443251901005e-01,-1.806462013283583468e-01
-2.134583512583660414e-01,-1.443342854468082359e-01
-2.577336726823798441e-01,-1.936866294257862942e-01
-1.415427453857002194e-01,-1.435321276891662057e-01
-1.632612988544385746e-01,-2.152092332409968889e-01
-1.759700146776250751e-01,-1.783904590189923645e-01
-2.586271038821623125e-01,-1.962506040908739424e-01
-3.292563396517104723e-01,-1.745826497868294691e-01
-1.399772802002036409e-01,-1.800476455219548466e-01
-1.661175297531494177e-01,-1.493775141755641356e-01
-1.821836600490207569e-01,-1.852519587541752721e-01
-1.239243961047134385e-01,-2.155261359727725090e-01
-2.202440294235819829e-01,-2.112625027145073331e-01
-2.012442769559525668e-01,-1.787630343095241992e-01
-1.802013304204842514e-01,-1.269855052651846228e-01
-2.026489551090262520e-01,-1.955773249955265192e-01
-2.372043802126188039e-01,-1.874052851330617053e-01
-2.272825199559566078e-01,-1.694744524698989785e-01
-1.872512498526467395e-01,-1.802323307804644947e-01
-2.255707792320775229e-01,-1.706553004832498666e-01
-1.315854773768100894e-01,-1.902416218043050666e-01
-1.512221307126547787e-01,-1.330721520678911918e-01
-2.675423321622391604e-01,-2.285227133672969035e-01
-2.150911410772582133e-01,-2.093469471356738665e-01
-1.740232102593954888e-01,-1.319562684231007921e-01
-1.594020658193656959e-01,-1.609630667823010730e-01
-1.731980842305238522e-01,-1.325207720545199530e-01
-1.363853816257949714e-01,-1.705043186162574775e-01
-2.783630352512850847e-01,-1.999703569194292707e-01
-1.429859657797744321e-01,-1.558205962346895512e-01
-1.893476040134450811e-01,-1.890157935220724006e-01
-2.311089863254942589e-01,-1.740818006804867313e-01
-2.435176228386963793e-01,-1.539322660870017234e-01
-1.609900458281079694e-01,-2.143954969500911079e-01
-1.498300220277867800e-01,-2.053123905622380174e-01
-1.374388437963038889e-01,-1.530531910624056968e-01
-2.106195871483321769e-01,-1.549844978440677590e-01
-2.694854725347641256e-01,-1.963974548835475953e-01
-2.047681690014191147e-01,-2.527622333588576131e-01
-2.214009679924854868e-01,-1.810150291937490108e-01
-2.319057524328965725e-01,-1.675869634915070627e-01
-1.596380043077306188e-01,-1.433539851319921843e-01
-2.675657971648590649e-01,-2.481097308544811808e-01
-1.791996840142469627e-01,-1.698209413752028163e-01
-1.731287929304964057e-01,-1.334244845263037049e-01
-1.338841330441323807e-01,-1.485979950266337057e-01
-1.634692849153241423e-01,-1.856334407934077113e-01
-2.913438952289507111e-01,-2.171854590940364149e-01
-2.556748532539317442e-01,-2.453824736935372175e-01
-1.792683365315573818e-01,-2.316433171167390781e-01
-1.702866889472242073e-01,-1.185531662617454601e-01
-2.583417217302218516e-01,-2.191162501415003794e-01
-1.679334390732491189e-01,-1.950891121655869143e-01
-1.885301535250393790e-01,-1.345110967273878966e-01
-3.071377142533514570e-01,-2.060548285542194435e-01
-2.067842805664578676e-01,-1.390583513595374798e-01
-2.706250465259015803e-01,-2.058699267276378475e-01
-2.071869709962385064e-01,-2.275566438723392593e-01
-2.267399208555850032e-01,-1.876186968682460599e-01
-1.573124612447207860e-01,-1.368565201832763201e-01
-1.994808687588085494e-01,-1.820608261748075662e-01
-1.932927053738422996e-01,-1.621389322331774352e-01
-2.775432204519764356e-01,-1.886861125606306422e-01
-2.355639367611433443e-01,-1.782487021043392128e-01
-2.547250042098079814e-01,-1.929410309918326849e-01
-2.137533572666018566e-01,-1.773425977656522545e-01
-1.677642317224366519e-01,-1.871695590761089933e-01
-2.003525913708076311e-01,-2.090213917432101609e-01
-1.354419095590970179e-01,-1.152604096812632484e-01
-1.459276652719080913e-01,-1.430503760383528000e-01
-1.008597981679991012e-01,-1.102439678148109392e-01
-2.048378155189214123e-01,-2.173929494778625016e-01
-1.477943155509330031e-01,-1.114733127937620333e-01
-2.273875362107028175e-01,-2.050263056553625896e-01
-1.581146421642770361e-01,-1.705658221358395954e-01
-2.236795278711385393e-01,-2.181519464575447376e-01
-2.982338940076200151e-01,-1.680716467131375680e-01
-2.258425830563969561e-01,-1.786671300702025178e-01
-1.102313442862817572e-01,-1.352673484830649586e-01
-2.518520154070045813e-01,-1.776904263508249371e-01
-1.794325350840846323e-01,-8.591242893901850086e-02
-1.980316766324033972e-01,-2.286313291224570665e-01
-1.710787388064370917e-01,-2.259878127154654748e-01
-1.537203986688079060e-01,-1.509479724252229538e-01
-1.250762050722499241e-01,-1.361817634514055353e-01
-2.513147936965992035e-01,-2.419517847777248598e-01
-1.792892160918060918e-01,-2.035351311496357840e-01
-2.200410484851392789e-01,-1.912769457730533196e-01
-1.511795770724843058e-01,-1.636908540533900114e-01
-2.319577259331416785e-01,-1.785142822833711007e-01
-8.998950011199012555e-02,-1.301104539352114231e-01
-2.142308566236506284e-01,-1.924234443672434569e-01
-2.255445547152044317e-01,-1.920088072692066050e-01
-2.147319779357108605e-01,-1.607280185961736940e-01
-2.161911164156419540e-01,-1.874283231635709979e-01
-1.852906009484597272e-01,-1.754385077246617408e-01
-1.891557510556209076e-01,-2.435870281673010451e-01
-2.031691606509569703e-01,-1.672390256858400093e-01
-2.265491041490412527e-01,-1.076527203509666797e-01
-2.809998013935816608e-01,-2.291301998173764787e-01
-2.002694030573457795e-01,-1.745094195388705305e-01
-1.526232227433628463e-01,-1.660779773339225718e-01
-2.571188925672356906e-01,-1.684714825254261250e-01
-1.836849793734880998e-01,-1.550872546967594634e-01
-1.306446321770492469e-01,-1.345795477349656932e-01
-2.104425154876469750e-01,-2.186289912146478498e-01
-2.110002162037724616e-01,-1.658747380153552387e-01
-1.712857710806600653e-01,-1.854077014621388630e-01
-2.238976175738390251e-01,-1.216976640471653243e-01
-2.001887817848242435e-01,-1.665518633525693848e-01
-1.856639736930060791e-01,-1.575612949950772612e-01
-2.038920228447622662e-01,-1.631704138297648266e-01
-2.557202376875629679e-01,-2.361865385515828086e-01
-1.587759472955325435e-01,-1.514502720534886271e-01
-1.437564147016020255e-01,-1.822427920499859189e-01
-2.043884228757596455e-01,-2.082434732547242540e-01
-2.118040061029639598e-01,-1.860058532838591017e-01
-2.213482681176484612e-01,-1.670232998765568966e-01
-1.862661840837385174e-01,-1.519033928830730573e-01
-2.215683640512529917e-01,-1.946270538837404085e-01
-1.594349269486309839e-01,-1.561751036526600189e-01
-2.225772893732907154e-01,-2.393901582254038818e-01
-2.072174497763641099e-01,-1.447967995951219833e-01
-2.277697444486946610e-01,-2.018927480620490433e-01
-1.890676116430649034e-01,-1.632732951987573011e-01
-1.725788991089505231e-01,-1.686962730448668957e-01
-1.698515019676778981e-01,-1.487064397202860766e-01
-1.570560043567945097e-01,-2.015495150945373903e-01
-1.964217875759621257e-01,-1.506843208391478728e-01
-1.401549468464091119e-01,-1.039905001429045628e-01
-2.465405148681573122e-01,-2.075344085068162037e-01
-9.866419495650061156e-02,-2.179217742956658654e-01
-1.915677351772733239e-01,-1.803565310848387893e-01
-2.748886811993566659e-01,-2.276691779096909340e-01
-2.248895306106803438e-01,-1.625520548894287542e-01
-1.548953305017186921e-01,-1.309739747416316380e-01
-1.084769914417581388e-01,-1.804085999393639783e-01
-2.251807389851155639e-01,-1.867550096406183913e-01
-2.139830986023232573e-01,-1.887685234117870980e-01
-2.000832255382425096e-01,-1.680031809011150457e-01
-1.004175653438970778e-01,-1.344786202213201776e-01
